"","id","amount_tsh","gps_height","longitude","latitude","num_private","basin","region","region_code","district_code","population","public_meeting","scheme_management","permit","construction_year","extraction_type_class","management_group","payment","quality_group","quantity","source","waterpoint_type_group"
"30",37350,0,1309,36.29176128,-5.24231281,0,"Internal","Manyara",21,5,860,"True","Other","False","2000s","gravity","user-group","never pay","good","seasonal","spring","communal standpipe"
"31",65738,5,1564,35.6124173,-3.35116762,0,"Internal","Arusha",24,30,200,"True","Other","True","2000s","gravity","user-group","pay per bucket","good","enough","machine dbh","communal standpipe"
"32",3271,0,0,32.86178245,-3.92819891,0,"Internal","Tabora",14,1,0,"False","Other","True","Unknown","motorpump","user-group","never pay","good","enough","shallow well","communal standpipe"
"33",42658,0,0,33.12453405,-4.85766882,0,"Lake Tanganyika","Tabora",14,3,0,"True","Other","True","Unknown","handpump","user-group","never pay","good","seasonal","machine dbh","hand pump"
"34",67523,20,1537,35.66507527,-3.34770932,0,"Internal","Arusha",24,30,300,"True","Other","True","1990s","gravity","user-group","pay per bucket","colored","enough","machine dbh","communal standpipe"
"35",37034,500,1489,34.72199105,-8.86253212,0,"Rufiji","Iringa",11,4,360,"True","Water Board","True","1970s","gravity","user-group","pay monthly","good","enough","machine dbh","communal standpipe"
"36",42432,500,1798,34.70534261,-9.1394961,0,"Rufiji","Iringa",11,4,45,"True","Water Board","True","1970s","gravity","user-group","pay monthly","good","enough","machine dbh","communal standpipe"
"37",27420,0,0,38.83713732,-4.77558442,0,"Pangani","Tanga",4,8,200,"True","Other","True","1970s","gravity","user-group","never pay","colored","insufficient","spring","communal standpipe"
"38",707,1000,1642,37.65808091,-3.7238624,3,"Pangani","Kilimanjaro",3,2,45,"True","Water Board","False","1970s","gravity","user-group","pay monthly","good","enough","spring","communal standpipe"
"39",48489,0,362,37.47632192,-6.28331307,0,"Wami / Ruvu","Morogoro",5,6,1,"True","Other","True","1980s","gravity","user-group","never pay","good","insufficient","machine dbh","communal standpipe"
"40",51008,0,0,33.32603356,-8.88128573,0,"Lake Rukwa","Mbeya",12,2,0,"True","Other","False","Unknown","gravity","user-group","pay when scheme fails","good","dry","machine dbh","communal standpipe"
"41",72562,50,128,40.04071287,-10.49203103,0,"Ruvuma / Southern Coast","Mtwara",99,1,400,"True","Other","True","2000s","submersible","user-group","pay per bucket","good","enough","shallow well","communal standpipe"
"42",10275,0,216,38.72134804,-5.17252308,0,"Pangani","Tanga",4,3,120,"True","Other","False","1980s","handpump","user-group","never pay","good","insufficient","machine dbh","hand pump"
"43",53540,0,0,33.14491487,-3.71753771,0,"Lake Victoria","Shinyanga",17,3,0,"True","Other","True","Unknown","other","user-group","never pay","good","enough","shallow well","communal standpipe"
"44",43291,0,0,33.33199615,-2.70336413,0,"Lake Victoria","Mwanza",19,4,0,"True","Other","True","Unknown","handpump","user-group","never pay","unknown","dry","machine dbh","hand pump"
"45",8813,0,0,33.13082951,-3.22665421,0,"Lake Victoria","Mwanza",19,4,0,"True","Other","True","Unknown","submersible","user-group","pay per bucket","good","enough","rainwater harvesting","communal standpipe"
"46",62343,0,0,33.62516779,-8.86101931,0,"Rufiji","Mbeya",12,2,0,"True","Other","True","Unknown","gravity","user-group","pay when scheme fails","good","dry","machine dbh","communal standpipe"
"47",1649,0,0,32.35815302,-4.96546043,0,"Lake Tanganyika","Tabora",14,3,0,"True","Other","True","Unknown","handpump","user-group","pay when scheme fails","good","enough","shallow well","hand pump"
"48",8822,50,1010,37.70648416,-4.00583487,0,"Pangani","Kilimanjaro",3,3,180,"True","VWC","True","2000s","submersible","user-group","pay per bucket","salty","insufficient","shallow well","communal standpipe"
"49",10352,0,0,33.66386327,-8.98179247,0,"Rufiji","Mbeya",12,2,0,"False","Other","False","Unknown","gravity","user-group","pay when scheme fails","good","enough","machine dbh","communal standpipe"
"50",50878,0,0,33.77857064,-3.06340514,0,"Lake Victoria","Shinyanga",17,2,0,"True","VWC","False","Unknown","gravity","commercial","pay monthly","good","enough","rainwater harvesting","communal standpipe"
"51",15266,0,0,33.58724528,-9.16743357,0,"Lake Nyasa","Mbeya",12,4,0,"True","Other","Unknown","Unknown","gravity","user-group","never pay","good","enough","spring","communal standpipe"
"52",51956,0,1190,38.4236917,-4.6312447,0,"Pangani","Tanga",4,1,1,"True","Other","True","1970s","gravity","user-group","never pay","good","enough","spring","communal standpipe"
"53",44099,1500,642,37.12085919,-10.78502855,0,"Ruvuma / Southern Coast","Ruvuma",10,1,1,"True","Other","False","1990s","handpump","user-group","pay monthly","good","insufficient","shallow well","hand pump"
"54",59,0,0,33.59072198,-3.71955244,0,"Internal","Shinyanga",17,8,0,"True","Other","True","Unknown","gravity","user-group","pay per bucket","good","insufficient","spring","communal standpipe"
"55",51359,0,-5,39.56082776,-9.13206159,0,"Ruvuma / Southern Coast","Lindi",80,13,530,"Unknown","Other","False","2000s","submersible","user-group","unknown","good","unknown","shallow well","communal standpipe"
"56",15962,0,0,0,-2e-08,0,"Lake Victoria","Mwanza",19,6,0,"True","Other","True","Unknown","other","user-group","unknown","unknown","dry","shallow well","other"
"57",17853,0,1226,33.06230846,-1.82664599,0,"Lake Victoria","Mwanza",19,1,1200,"True","Other","True","1990s","gravity","user-group","never pay","good","insufficient","spring","improved spring"
"58",42040,0,1387,37.55433946,-3.28942377,0,"Pangani","Kilimanjaro",3,4,1,"True","Water Board","True","1970s","gravity","user-group","never pay","good","insufficient","spring","communal standpipe"
"59",72243,0,805,35.99024647,-10.53404797,0,"Rufiji","Ruvuma",10,5,250,"True","WUA","False","1990s","handpump","user-group","pay when scheme fails","good","enough","machine dbh","hand pump"
"60",63653,0,1544,36.61868919,-3.29203785,0,"Pangani","Arusha",2,2,200,"True","Other","True","2000s","gravity","user-group","never pay","good","insufficient","spring","communal standpipe"
"61",26510,0,0,33.77914543,-3.32682925,0,"Internal","Shinyanga",17,2,0,"True","WUA","False","Unknown","handpump","user-group","other","good","enough","machine dbh","hand pump"
"62",72053,0,0,30.50096464,-2.59036242,0,"Lake Victoria","Kagera",18,30,0,"True","Other","False","Unknown","gravity","user-group","never pay","good","insufficient","spring","other"
"63",29351,500,1369,34.25333419,-1.20066603,0,"Lake Victoria","Mara",20,6,560,"True","Other","True","2010s","handpump","user-group","pay monthly","good","enough","machine dbh","hand pump"
"64",51897,0,1584,34.85944848,-4.97090922,0,"Internal","Singida",13,2,1,"True","Other","Unknown","1990s","other","user-group","unknown","unknown","dry","machine dbh","other"
"65",20376,2400,1609,35.10908924,-8.18809279,0,"Rufiji","Iringa",11,2,0,"True","Other","True","Unknown","handpump","user-group","pay annually","good","enough","spring","hand pump"
"66",26804,1000,334,36.50348726,-8.55105463,0,"Rufiji","Morogoro",5,4,230,"True","Other","True","2010s","handpump","user-group","pay monthly","good","enough","machine dbh","hand pump"
"67",67303,0,1070,36.80143513,-3.45135176,0,"Pangani","Arusha",2,2,150,"True","Other","True","1980s","gravity","user-group","never pay","good","enough","spring","other"
"68",69780,0,1286,37.62786033,-3.13469202,0,"Pangani","Kilimanjaro",3,1,1,"True","Company","True","1960s","gravity","commercial","pay monthly","good","insufficient","spring","communal standpipe"
"69",45374,0,0,0,-2e-08,0,"Lake Victoria","Mwanza",17,1,0,"Unknown","WUA","False","Unknown","handpump","user-group","unknown","good","enough","machine dbh","hand pump"
"70",54665,7,1624,37.22900273,-3.18441406,0,"Pangani","Kilimanjaro",3,5,1,"True","Water authority","True","2000s","gravity","user-group","pay per bucket","good","enough","spring","communal standpipe"
"71",39341,500,1282,30.12795597,-4.24867926,0,"Lake Tanganyika","Kigoma",16,2,950,"True","VWC","False","1970s","submersible","user-group","other","good","enough","shallow well","communal standpipe"
"72",8869,500,462,37.45782761,-11.20866259,0,"Ruvuma / Southern Coast","Ruvuma",10,1,1,"True","Other","False","1980s","gravity","user-group","pay monthly","good","enough","machine dbh","communal standpipe"
"73",20691,0,0,33.16618409,-8.942157,0,"Lake Rukwa","Mbeya",12,6,0,"True","Other","False","Unknown","handpump","user-group","pay when scheme fails","good","insufficient","machine dbh","hand pump"
"74",19693,0,1571,35.52646919,-4.48085439,0,"Internal","Manyara",21,2,221,"True","Other","True","2000s","gravity","user-group","never pay","good","dry","spring","communal standpipe"
"75",14321,0,1546,31.9968789,-8.80386259,0,"Lake Rukwa","Rukwa",15,2,50,"True","Other","False","1980s","handpump","user-group","never pay","good","enough","shallow well","hand pump"
"76",63059,0,0,33.51920554,-3.13524663,0,"Lake Victoria","Shinyanga",17,2,0,"True","WUA","False","Unknown","gravity","user-group","pay per bucket","good","insufficient","shallow well","communal standpipe"
"77",67403,1000,-7,39.05964828,-5.28936932,0,"Pangani","Tanga",4,3,25,"True","Other","False","2000s","gravity","user-group","never pay","good","insufficient","shallow well","communal standpipe"
"78",28912,7,1133,37.22600343,-3.27103862,0,"Pangani","Kilimanjaro",3,5,125,"True","Water authority","True","2000s","gravity","user-group","pay per bucket","good","enough","spring","communal standpipe"
"79",12549,0,0,35.56741628,-6.33698054,0,"Internal","Dodoma",1,6,0,"True","Other","True","Unknown","motorpump","user-group","pay per bucket","good","enough","shallow well","communal standpipe"
"80",24328,500,900,37.59031748,-3.7304578,0,"Pangani","Kilimanjaro",3,2,80,"True","Water authority","True","1970s","gravity","user-group","pay monthly","good","insufficient","spring","other"
"81",13750,0,0,32.0400396,-4.99156819,0,"Lake Tanganyika","Tabora",14,4,0,"True","Other","True","Unknown","handpump","user-group","never pay","good","enough","machine dbh","hand pump"
"82",1574,0,1237,38.46742948,-4.8647269,0,"Pangani","Tanga",4,1,1,"True","Other","True","1960s","gravity","user-group","never pay","good","enough","spring","communal standpipe"
"83",44149,0,0,31.36783688,-1.06107072,0,"Lake Victoria","Kagera",18,7,0,"True","Other","True","Unknown","handpump","user-group","never pay","good","insufficient","machine dbh","hand pump"
"84",53917,0,0,31.12892305,-1.69420356,0,"Lake Victoria","Kagera",18,1,0,"True","Water Board","True","Unknown","gravity","user-group","pay annually","good","enough","spring","communal standpipe"
"85",22705,0,1388,36.88065592,-3.31430939,0,"Pangani","Arusha",2,7,98,"True","Other","True","2000s","gravity","user-group","unknown","good","insufficient","spring","communal standpipe"
"86",66465,0,0,32.05069828,-3.41259554,0,"Lake Tanganyika","Shinyanga",17,5,0,"True","Other","True","Unknown","gravity","parastatal","unknown","good","seasonal","spring","communal standpipe"
"87",15644,0,0,31.83376051,-1.11325712,0,"Lake Victoria","Kagera",18,2,0,"True","Other","True","Unknown","gravity","user-group","never pay","good","insufficient","spring","communal standpipe"
"88",20773,0,0,35.82452906,-5.30269309,0,"Internal","Dodoma",1,1,0,"True","Other","False","Unknown","motorpump","user-group","never pay","good","enough","shallow well","communal standpipe"
"89",33092,0,774,36.96288481,-7.59517464,0,"Rufiji","Morogoro",5,1,300,"Unknown","Other","True","Unknown","gravity","other","never pay","good","enough","spring","communal standpipe"
"90",54392,7500,677,37.47908238,-3.81858443,0,"Pangani","Kilimanjaro",3,2,320,"True","Parastatal","False","2010s","motorpump","commercial","pay annually","unknown","enough","rainwater harvesting","communal standpipe"
"91",37850,50,105,38.90647215,-6.74295268,0,"Wami / Ruvu","Pwani",6,2,1,"True","VWC","True","2010s","motorpump","user-group","pay per bucket","good","enough","machine dbh","communal standpipe"
"92",5576,2000,1764,35.77193117,-8.02782346,0,"Rufiji","Iringa",11,7,1,"True","Other","True","2000s","handpump","user-group","never pay","good","enough","shallow well","hand pump"
"93",60840,0,1182,35.87050076,-4.13979616,0,"Internal","Manyara",21,1,72,"True","Other","True","1990s","gravity","user-group","never pay","good","insufficient","spring","communal standpipe"
"94",9971,0,1116,31.24387308,-6.37911714,0,"Lake Rukwa","Rukwa",15,1,70,"False","VWC","True","1970s","gravity","commercial","never pay","good","enough","spring","communal standpipe"
"95",57508,300,875,36.64437721,-6.81836802,0,"Wami / Ruvu","Morogoro",5,1,350,"True","Other","True","1990s","handpump","user-group","pay when scheme fails","good","insufficient","machine dbh","hand pump"
"96",25872,0,0,32.99693009,-4.19322784,0,"Internal","Tabora",14,1,0,"False","Other","False","Unknown","handpump","user-group","never pay","good","enough","machine dbh","hand pump"
"97",43978,100,2116,33.98504961,-8.9881064,0,"Rufiji","Iringa",11,3,0,"True","Other","False","1970s","gravity","user-group","pay when scheme fails","good","enough","spring","communal standpipe"
"98",38181,500,2576,33.91513217,-9.19113626,0,"Lake Nyasa","Iringa",11,3,0,"True","Other","False","1980s","gravity","user-group","pay when scheme fails","good","enough","spring","communal standpipe"
"99",24325,0,344,37.61832784,-6.13357212,0,"Wami / Ruvu","Morogoro",5,6,20,"True","Other","True","2000s","other","user-group","never pay","good","enough","machine dbh","hand pump"
"100",2724,0,0,31.53064308,-1.52024104,0,"Lake Victoria","Kagera",18,2,0,"True","Other","True","Unknown","gravity","user-group","never pay","good","insufficient","machine dbh","communal standpipe"
"101",34794,0,1006,31.14227776,-6.61124387,0,"Lake Rukwa","Rukwa",15,1,50,"False","VWC","True","1970s","gravity","commercial","never pay","good","enough","spring","communal standpipe"
"102",56525,0,0,32.76916953,-3.90293977,0,"Internal","Shinyanga",17,3,0,"True","Other","True","Unknown","gravity","user-group","pay per bucket","good","enough","spring","communal standpipe"
"103",63155,0,0,31.6075471,-1.76796453,0,"Lake Victoria","Kagera",18,3,0,"True","Other","True","Unknown","submersible","user-group","never pay","good","enough","spring","communal standpipe"
"104",67247,10,1633,37.57594115,-7.08503792,0,"Wami / Ruvu","Morogoro",5,6,60,"True","Other","True","2000s","gravity","user-group","pay per bucket","good","enough","machine dbh","communal standpipe"
"105",23387,0,24,38.91481877,-8.78594686,0,"Ruvuma / Southern Coast","Lindi",80,13,390,"True","Other","True","2010s","handpump","user-group","never pay","good","enough","machine dbh","hand pump"
"106",17873,0,0,32.30554915,-3.50805245,0,"Lake Tanganyika","Shinyanga",17,5,0,"Unknown","Other","False","Unknown","other","unknown","unknown","unknown","unknown","spring","hand pump"
"107",18197,0,1569,34.97643178,-8.82935561,0,"Rufiji","Iringa",11,4,40,"True","Other","False","2000s","handpump","user-group","never pay","good","enough","spring","hand pump"
"108",24834,250,1610,30.03071578,-4.43392653,0,"Lake Tanganyika","Kigoma",16,2,650,"True","VWC","True","1990s","gravity","user-group","pay monthly","good","enough","spring","communal standpipe"
"109",4091,500,1504,38.24442402,-4.4588915,0,"Pangani","Tanga",4,1,1,"True","Other","True","1970s","gravity","user-group","pay monthly","good","enough","spring","communal standpipe"
"110",33261,0,0,33.81466822,-9.26881883,0,"Lake Nyasa","Mbeya",12,4,0,"True","Other","Unknown","Unknown","gravity","user-group","unknown","good","unknown","spring","communal standpipe"
"111",44384,20,1721,35.02234242,-4.18404892,0,"Internal","Manyara",21,3,192,"True","Other","True","1990s","submersible","user-group","pay per bucket","good","enough","shallow well","communal standpipe"
"112",62096,0,0,32.94718642,-4.99483567,0,"Lake Tanganyika","Tabora",14,6,0,"False","Other","True","Unknown","other","user-group","never pay","good","dry","machine dbh","other"
"113",64554,100,78,39.08342696,-7.0035038,0,"Wami / Ruvu","Dar es Salaam",7,2,250,"Unknown","Parastatal","False","2010s","submersible","commercial","pay per bucket","good","enough","spring","communal standpipe"
"114",68314,1000,1620,35.56771838,-7.94158325,0,"Rufiji","Iringa",11,1,1,"True","Other","True","1980s","gravity","user-group","pay monthly","good","enough","spring","communal standpipe"
"115",53,50,1414,36.67432678,-3.35742512,0,"Pangani","Arusha",2,2,200,"True","Other","True","2000s","gravity","user-group","pay per bucket","good","insufficient","spring","communal standpipe"
"116",23426,0,0,33.91187132,-9.34663784,0,"Lake Nyasa","Mbeya",12,4,0,"True","Other","Unknown","Unknown","gravity","user-group","never pay","good","enough","spring","communal standpipe"
"117",38259,0,1982,31.63874388,-8.11393053,0,"Lake Tanganyika","Rukwa",15,4,0,"True","Other","True","1980s","gravity","user-group","never pay","good","dry","machine dbh","communal standpipe"
"118",16631,100,876,36.00884449,-10.73030401,0,"Ruvuma / Southern Coast","Ruvuma",10,5,200,"True","WUA","False","1990s","handpump","user-group","pay monthly","good","insufficient","machine dbh","hand pump"
"119",43162,0,1623,34.85774806,-4.96565066,0,"Internal","Singida",13,2,25,"True","Company","Unknown","2000s","submersible","commercial","never pay","good","insufficient","shallow well","communal standpipe"
"120",44492,0,0,31.45209393,-1.45098903,0,"Lake Victoria","Kagera",18,2,0,"True","Other","True","Unknown","handpump","user-group","never pay","good","insufficient","machine dbh","hand pump"
"121",38884,0,0,33.66932264,-3.66413309,0,"Internal","Shinyanga",17,8,0,"False","Other","False","Unknown","gravity","user-group","unknown","good","insufficient","machine dbh","communal standpipe"
"122",13690,100,472,37.75333011,-6.91532531,0,"Wami / Ruvu","Morogoro",5,2,250,"True","Other","True","2000s","gravity","user-group","pay monthly","good","enough","machine dbh","communal standpipe"
"123",60335,0,1639,37.47825262,-3.2671678,0,"Pangani","Kilimanjaro",3,4,70,"Unknown","Other","True","1970s","gravity","other","never pay","good","enough","machine dbh","communal standpipe"
"124",31856,0,0,32.12395834,-4.21150952,0,"Lake Tanganyika","Shinyanga",17,3,0,"True","Other","True","Unknown","handpump","user-group","unknown","good","insufficient","machine dbh","hand pump"
"125",67891,20,173,38.35640398,-6.64287516,0,"Wami / Ruvu","Pwani",6,1,150,"True","Water Board","True","2010s","submersible","user-group","pay per bucket","good","enough","machine dbh","communal standpipe"
"126",25564,0,697,34.6675289,-10.44890839,0,"Lake Nyasa","Iringa",11,5,60,"True","Other","False","1980s","gravity","user-group","never pay","good","enough","spring","communal standpipe"
"127",55293,0,1989,34.23757868,-9.38027549,0,"Lake Nyasa","Iringa",11,3,0,"True","Other","False","1980s","gravity","user-group","never pay","good","enough","spring","communal standpipe"
"128",31866,5,1093,37.27313434,-3.28468532,0,"Pangani","Kilimanjaro",3,4,20,"True","Water authority","True","2000s","gravity","user-group","pay per bucket","good","enough","machine dbh","communal standpipe"
"129",71178,0,0,32.88527532,-8.98348456,0,"Lake Rukwa","Mbeya",12,6,0,"True","Other","False","Unknown","handpump","user-group","pay when scheme fails","good","enough","machine dbh","hand pump"
"130",60279,0,2012,34.740896,-9.39969423,0,"Rufiji","Iringa",11,4,80,"True","Other","True","2000s","gravity","user-group","never pay","good","enough","spring","communal standpipe"
"131",28615,500,1274,34.98990302,-10.94025521,0,"Lake Nyasa","Ruvuma",10,3,260,"True","Water authority","True","2000s","gravity","user-group","pay monthly","good","enough","spring","communal standpipe"
"132",8744,100,2132,34.21215284,-9.45018053,0,"Lake Nyasa","Iringa",11,3,0,"True","Other","False","2000s","gravity","user-group","pay monthly","good","enough","spring","communal standpipe"
"133",48308,0,0,32.75733701,-3.94044709,0,"Lake Tanganyika","Shinyanga",17,3,0,"True","Other","True","Unknown","gravity","user-group","pay per bucket","good","enough","spring","communal standpipe"
"134",49626,0,1287,33.86144433,-1.98006878,0,"Lake Victoria","Mara",20,4,200,"True","Water Board","True","1970s","gravity","user-group","unknown","good","dry","rainwater harvesting","communal standpipe"
"135",38098,0,1306,36.89963137,-3.11331959,0,"Internal","Arusha",2,7,250,"True","Other","True","2010s","gravity","user-group","unknown","good","insufficient","spring","communal standpipe"
"136",30309,0,1339,34.07442773,-2.99369841,0,"Lake Victoria","Shinyanga",17,1,250,"True","WUA","False","1990s","handpump","user-group","never pay","good","enough","machine dbh","hand pump"
"137",8015,0,0,32.92057868,-2.47456022,0,"Lake Victoria","Mwanza",19,8,0,"True","Parastatal","True","Unknown","handpump","commercial","never pay","salty","enough","machine dbh","hand pump"
"138",3496,0,0,37.21538421,-6.51840064,0,"Wami / Ruvu","Morogoro",5,1,189,"True","Other","True","2000s","submersible","user-group","never pay","salty","enough","shallow well","communal standpipe"
"139",56971,0,1193,38.48246991,-4.6185188,0,"Pangani","Tanga",4,1,1,"True","Other","True","2010s","handpump","user-group","never pay","salty","enough","machine dbh","hand pump"
"140",68616,0,0,0,-2e-08,0,"Lake Victoria","Mwanza",19,6,0,"True","Other","True","Unknown","handpump","user-group","never pay","good","insufficient","shallow well","hand pump"
"141",8646,0,1042,35.7588964,-10.5153101,0,"Lake Nyasa","Ruvuma",10,5,180,"True","WUA","False","1980s","handpump","user-group","pay when scheme fails","good","insufficient","machine dbh","hand pump"
"142",74104,0,0,35.84163553,-6.77170227,0,"Rufiji","Dodoma",1,4,0,"True","Other","True","Unknown","motorpump","user-group","unknown","good","insufficient","shallow well","communal standpipe"
"143",37501,50,720,39.24118301,-10.87948265,0,"Ruvuma / Southern Coast","Mtwara",90,33,850,"True","Other","False","1990s","gravity","user-group","pay per bucket","good","insufficient","spring","communal standpipe"
"144",33001,0,0,33.18150167,-4.20028394,0,"Internal","Tabora",14,1,0,"False","VWC","True","Unknown","submersible","commercial","never pay","colored","insufficient","rainwater harvesting","communal standpipe"
"145",69202,0,1682,37.58743816,-3.21965387,0,"Pangani","Kilimanjaro",3,1,1,"True","Company","True","2000s","gravity","commercial","pay monthly","good","enough","spring","communal standpipe"
"146",68409,5,942,37.15330819,-3.33484802,0,"Pangani","Kilimanjaro",3,5,50,"True","Water authority","True","1990s","gravity","user-group","pay per bucket","good","enough","spring","communal standpipe"
"147",51847,0,0,36.15989877,-5.56955781,0,"Wami / Ruvu","Dodoma",1,4,0,"True","Other","True","Unknown","motorpump","user-group","unknown","good","dry","shallow well","communal standpipe"
"148",55647,0,0,32.97098153,-3.73365859,0,"Internal","Shinyanga",17,3,0,"True","WUA","True","Unknown","handpump","user-group","never pay","good","dry","machine dbh","hand pump"
"149",17923,0,1171,33.09373422,-2.03466061,0,"Lake Victoria","Mwanza",19,1,350,"True","Other","True","1990s","handpump","user-group","never pay","colored","seasonal","machine dbh","hand pump"
"150",71743,50,110,38.86003518,-6.7832854,0,"Wami / Ruvu","Pwani",6,2,100,"True","Other","True","1980s","motorpump","user-group","pay per bucket","good","dry","machine dbh","other"
"151",51539,0,0,0,-2e-08,0,"Lake Victoria","Shinyanga",17,1,0,"Unknown","WUA","False","Unknown","handpump","user-group","unknown","good","enough","machine dbh","hand pump"
"152",73819,0,0,35.75457603,-6.33126372,0,"Rufiji","Dodoma",1,5,0,"True","Other","False","Unknown","motorpump","user-group","pay per bucket","good","enough","shallow well","communal standpipe"
"153",66881,0,0,32.93155539,-9.26673527,0,"Lake Nyasa","Mbeya",12,6,0,"True","Other","False","Unknown","handpump","user-group","pay when scheme fails","good","enough","machine dbh","hand pump"
