"","amount_tsh","gps_height","longitude","latitude","num_private","basin","region","region_code","district_code","population","public_meeting","scheme_management","permit","construction_year","extraction_type_class","management_group","payment","quality_group","quantity","source","waterpoint_type_group"
24,0.0,0.0,33.72235857,-3.04712172,0.0,Lake Victoria,Shinyanga,17.0,2.0,0.0,True,WUG,False,0.0,handpump,user-group,never pay,good,enough,shallow well,hand pump
25,200.0,1726.0,34.92959242,-9.15287185,0.0,Rufiji,Iringa,11.0,4.0,50.0,True,VWC,False,2008.0,gravity,user-group,pay monthly,good,enough,spring,communal standpipe
26,0.0,986.0,35.42444315,-10.57968552,0.0,Ruvuma / Southern Coast,Ruvuma,10.0,2.0,0.0,True,VWC,True,2009.0,gravity,user-group,never pay,good,dry,river,communal standpipe
27,0.0,0.0,35.89487669,-6.14752205,0.0,Wami / Ruvu,Dodoma,1.0,5.0,0.0,True,VWC,False,0.0,motorpump,user-group,pay per bucket,salty,dry,machine dbh,communal standpipe
28,0.0,0.0,0.0,-2e-08,0.0,Lake Victoria,Shinyanga,17.0,1.0,0.0,True,WUG,False,0.0,handpump,user-group,pay when scheme fails,salty,enough,shallow well,hand pump
29,0.0,1309.0,36.29176128,-5.24231281,0.0,Internal,Manyara,21.0,5.0,860.0,True,VWC,False,2002.0,gravity,user-group,never pay,good,seasonal,rainwater harvesting,communal standpipe
30,5.0,1564.0,35.6124173,-3.35116762,0.0,Internal,Arusha,24.0,30.0,200.0,True,VWC,True,2002.0,gravity,user-group,pay per bucket,good,enough,river,communal standpipe
31,0.0,0.0,32.86178245,-3.92819891,0.0,Internal,Tabora,14.0,1.0,0.0,False,VWC,True,0.0,motorpump,user-group,never pay,good,enough,machine dbh,communal standpipe
32,0.0,0.0,33.12453405,-4.85766882,0.0,Lake Tanganyika,Tabora,14.0,3.0,0.0,True,VWC,True,0.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump
33,20.0,1537.0,35.66507527,-3.34770932,0.0,Internal,Arusha,24.0,30.0,300.0,True,VWC,True,1998.0,gravity,user-group,pay per bucket,colored,enough,river,communal standpipe
34,500.0,1489.0,34.72199105,-8.86253212,0.0,Rufiji,Iringa,11.0,4.0,360.0,True,WUA,True,1978.0,gravity,user-group,pay monthly,good,enough,river,communal standpipe
35,500.0,1798.0,34.70534261,-9.139496099999999,0.0,Rufiji,Iringa,11.0,4.0,45.0,True,WUA,True,1978.0,gravity,user-group,pay monthly,good,enough,river,communal standpipe
36,0.0,0.0,38.83713732,-4.77558442,0.0,Pangani,Tanga,4.0,8.0,200.0,True,VWC,True,1971.0,gravity,user-group,never pay,colored,insufficient,spring,communal standpipe
37,1000.0,1642.0,37.65808091,-3.7238624,3.0,Pangani,Kilimanjaro,3.0,2.0,45.0,True,WUA,False,1972.0,gravity,user-group,pay monthly,good,enough,spring,communal standpipe
38,0.0,362.0,37.47632192,-6.28331307,0.0,Wami / Ruvu,Morogoro,5.0,6.0,1.0,True,VWC,True,1984.0,gravity,user-group,never pay,good,insufficient,river,communal standpipe
39,0.0,0.0,33.32603356,-8.88128573,0.0,Lake Rukwa,Mbeya,12.0,2.0,0.0,True,VWC,False,0.0,gravity,user-group,pay when scheme fails,good,dry,river,communal standpipe
40,50.0,128.0,40.04071287,-10.49203103,0.0,Ruvuma / Southern Coast,Mtwara,99.0,1.0,400.0,True,VWC,True,2006.0,submersible,user-group,pay per bucket,good,enough,machine dbh,communal standpipe
41,0.0,216.0,38.72134804,-5.17252308,0.0,Pangani,Tanga,4.0,3.0,120.0,True,VWC,False,1983.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump
42,0.0,0.0,33.14491487,-3.71753771,0.0,Lake Victoria,Shinyanga,17.0,3.0,0.0,True,VWC,True,0.0,other,user-group,never pay,good,enough,machine dbh,communal standpipe
43,0.0,0.0,33.33199615,-2.70336413,0.0,Lake Victoria,Mwanza,19.0,4.0,0.0,True,VWC,True,0.0,handpump,user-group,never pay,unknown,dry,shallow well,hand pump
44,0.0,0.0,33.13082951,-3.22665421,0.0,Lake Victoria,Mwanza,19.0,4.0,0.0,True,VWC,True,0.0,submersible,user-group,pay per bucket,good,enough,lake,communal standpipe
45,0.0,0.0,33.62516779,-8.86101931,0.0,Rufiji,Mbeya,12.0,2.0,0.0,True,VWC,True,0.0,gravity,user-group,pay when scheme fails,good,dry,river,communal standpipe
46,0.0,0.0,32.35815302,-4.96546043,0.0,Lake Tanganyika,Tabora,14.0,3.0,0.0,True,VWC,True,0.0,handpump,user-group,pay when scheme fails,good,enough,machine dbh,hand pump
47,50.0,1010.0,37.70648416,-4.00583487,0.0,Pangani,Kilimanjaro,3.0,3.0,180.0,True,Water authority,True,2007.0,submersible,user-group,pay per bucket,salty,insufficient,machine dbh,communal standpipe
48,0.0,0.0,33.66386327,-8.98179247,0.0,Rufiji,Mbeya,12.0,2.0,0.0,False,VWC,False,0.0,gravity,user-group,pay when scheme fails,good,enough,river,communal standpipe
49,0.0,0.0,33.77857064,-3.06340514,0.0,Lake Victoria,Shinyanga,17.0,2.0,0.0,True,Water authority,False,0.0,gravity,commercial,pay monthly,good,enough,dam,communal standpipe
50,0.0,0.0,33.58724528,-9.16743357,0.0,Lake Nyasa,Mbeya,12.0,4.0,0.0,True,VWC,True,0.0,gravity,user-group,never pay,good,enough,spring,communal standpipe
51,0.0,1190.0,38.4236917,-4.6312447,0.0,Pangani,Tanga,4.0,1.0,1.0,True,VWC,True,1974.0,gravity,user-group,never pay,good,enough,spring,communal standpipe
52,1500.0,642.0,37.12085919,-10.78502855,0.0,Ruvuma / Southern Coast,Ruvuma,10.0,1.0,1.0,True,VWC,False,1992.0,handpump,user-group,pay monthly,good,insufficient,machine dbh,hand pump
53,0.0,0.0,33.59072198,-3.71955244,0.0,Internal,Shinyanga,17.0,8.0,0.0,True,VWC,True,0.0,gravity,user-group,pay per bucket,good,insufficient,spring,communal standpipe
54,0.0,-5.0,39.56082776,-9.13206159,0.0,Ruvuma / Southern Coast,Lindi,80.0,13.0,530.0,True,VWC,False,2002.0,submersible,user-group,unknown,good,unknown,machine dbh,communal standpipe
55,0.0,0.0,0.0,-2e-08,0.0,Lake Victoria,Mwanza,19.0,6.0,0.0,True,VWC,True,0.0,other,user-group,unknown,unknown,dry,machine dbh,other
56,0.0,1226.0,33.06230846,-1.82664599,0.0,Lake Victoria,Mwanza,19.0,1.0,1200.0,True,VWC,True,1999.0,gravity,user-group,never pay,good,insufficient,spring,improved spring
57,0.0,1387.0,37.55433946,-3.28942377,0.0,Pangani,Kilimanjaro,3.0,4.0,1.0,True,WUA,True,1970.0,gravity,user-group,never pay,good,insufficient,spring,communal standpipe
58,0.0,805.0,35.99024647,-10.53404797,0.0,Rufiji,Ruvuma,10.0,5.0,250.0,True,WUG,False,1990.0,handpump,user-group,pay when scheme fails,good,enough,shallow well,hand pump
59,0.0,1544.0,36.61868919,-3.29203785,0.0,Pangani,Arusha,2.0,2.0,200.0,True,VWC,True,2004.0,gravity,user-group,never pay,good,insufficient,spring,communal standpipe
60,0.0,0.0,33.77914543,-3.32682925,0.0,Internal,Shinyanga,17.0,2.0,0.0,True,WUG,False,0.0,handpump,user-group,other,good,enough,shallow well,hand pump
61,0.0,0.0,30.50096464,-2.59036242,0.0,Lake Victoria,Kagera,18.0,30.0,0.0,True,VWC,False,0.0,gravity,user-group,never pay,good,insufficient,spring,other
62,500.0,1369.0,34.25333419,-1.20066603,0.0,Lake Victoria,Mara,20.0,6.0,560.0,True,VWC,True,2011.0,handpump,user-group,pay monthly,good,enough,shallow well,hand pump
63,0.0,1584.0,34.85944848,-4.97090922,0.0,Internal,Singida,13.0,2.0,1.0,True,VWC,True,1990.0,other,user-group,unknown,unknown,dry,shallow well,other
64,2400.0,1609.0,35.10908924,-8.18809279,0.0,Rufiji,Iringa,11.0,2.0,0.0,True,VWC,True,0.0,handpump,user-group,pay annually,good,enough,hand dtw,hand pump
65,1000.0,334.0,36.50348726,-8.55105463,0.0,Rufiji,Morogoro,5.0,4.0,230.0,True,VWC,True,2010.0,handpump,user-group,pay monthly,good,enough,shallow well,hand pump
66,0.0,1070.0,36.80143513,-3.45135176,0.0,Pangani,Arusha,2.0,2.0,150.0,True,VWC,True,1988.0,gravity,user-group,never pay,good,enough,spring,other
67,0.0,1286.0,37.62786033,-3.13469202,0.0,Pangani,Kilimanjaro,3.0,1.0,1.0,True,Company,True,1962.0,gravity,commercial,pay monthly,good,insufficient,spring,communal standpipe
68,0.0,0.0,0.0,-2e-08,0.0,Lake Victoria,Mwanza,17.0,1.0,0.0,True,WUG,False,0.0,handpump,user-group,unknown,good,enough,shallow well,hand pump
69,7.0,1624.0,37.22900273,-3.18441406,0.0,Pangani,Kilimanjaro,3.0,5.0,1.0,True,Water Board,True,2008.0,gravity,user-group,pay per bucket,good,enough,spring,communal standpipe
70,500.0,1282.0,30.12795597,-4.24867926,0.0,Lake Tanganyika,Kigoma,16.0,2.0,950.0,True,Water authority,False,1978.0,submersible,user-group,other,good,enough,machine dbh,communal standpipe
71,500.0,462.0,37.45782761,-11.20866259,0.0,Ruvuma / Southern Coast,Ruvuma,10.0,1.0,1.0,True,VWC,False,1986.0,gravity,user-group,pay monthly,good,enough,river,communal standpipe
72,0.0,0.0,33.16618409,-8.942157,0.0,Lake Rukwa,Mbeya,12.0,6.0,0.0,True,VWC,False,0.0,handpump,user-group,pay when scheme fails,good,insufficient,shallow well,hand pump
73,0.0,1571.0,35.52646919,-4.48085439,0.0,Internal,Manyara,21.0,2.0,221.0,True,VWC,True,2008.0,gravity,user-group,never pay,good,dry,spring,communal standpipe
74,0.0,1546.0,31.9968789,-8.80386259,0.0,Lake Rukwa,Rukwa,15.0,2.0,50.0,True,VWC,False,1985.0,handpump,user-group,never pay,good,enough,machine dbh,hand pump
75,0.0,0.0,33.51920554,-3.13524663,0.0,Lake Victoria,Shinyanga,17.0,2.0,0.0,True,WUG,False,0.0,gravity,user-group,pay per bucket,good,insufficient,machine dbh,communal standpipe
76,1000.0,-7.0,39.05964828,-5.28936932,0.0,Pangani,Tanga,4.0,3.0,25.0,True,VWC,False,2009.0,gravity,user-group,never pay,good,insufficient,machine dbh,communal standpipe
77,7.0,1133.0,37.22600343,-3.27103862,0.0,Pangani,Kilimanjaro,3.0,5.0,125.0,True,Water Board,True,2008.0,gravity,user-group,pay per bucket,good,enough,spring,communal standpipe
78,0.0,0.0,35.56741628,-6.33698054,0.0,Internal,Dodoma,1.0,6.0,0.0,True,VWC,True,0.0,motorpump,user-group,pay per bucket,good,enough,machine dbh,communal standpipe
79,500.0,900.0,37.59031748,-3.7304578,0.0,Pangani,Kilimanjaro,3.0,2.0,80.0,True,Water Board,True,1972.0,gravity,user-group,pay monthly,good,insufficient,spring,other
80,0.0,0.0,32.0400396,-4.99156819,0.0,Lake Tanganyika,Tabora,14.0,4.0,0.0,True,VWC,True,0.0,handpump,user-group,never pay,good,enough,shallow well,hand pump
81,0.0,1237.0,38.46742948,-4.8647269,0.0,Pangani,Tanga,4.0,1.0,1.0,True,VWC,True,1969.0,gravity,user-group,never pay,good,enough,spring,communal standpipe
82,0.0,0.0,31.36783688,-1.06107072,0.0,Lake Victoria,Kagera,18.0,7.0,0.0,True,VWC,True,0.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump
83,0.0,0.0,31.12892305,-1.69420356,0.0,Lake Victoria,Kagera,18.0,1.0,0.0,True,WUA,True,0.0,gravity,user-group,pay annually,good,enough,spring,communal standpipe
84,0.0,1388.0,36.88065592,-3.31430939,0.0,Pangani,Arusha,2.0,7.0,98.0,True,VWC,True,2007.0,gravity,user-group,unknown,good,insufficient,spring,communal standpipe
85,0.0,0.0,32.05069828,-3.41259554,0.0,Lake Tanganyika,Shinyanga,17.0,5.0,0.0,True,Parastatal,True,0.0,gravity,parastatal,unknown,good,seasonal,rainwater harvesting,communal standpipe
86,0.0,0.0,31.83376051,-1.11325712,0.0,Lake Victoria,Kagera,18.0,2.0,0.0,True,VWC,True,0.0,gravity,user-group,never pay,good,insufficient,rainwater harvesting,communal standpipe
87,0.0,0.0,35.82452906,-5.30269309,0.0,Internal,Dodoma,1.0,1.0,0.0,True,VWC,False,0.0,motorpump,user-group,never pay,good,enough,machine dbh,communal standpipe
88,0.0,774.0,36.96288481,-7.59517464,0.0,Rufiji,Morogoro,5.0,1.0,300.0,True,Other,True,0.0,gravity,other,never pay,good,enough,spring,communal standpipe
89,7500.0,677.0,37.47908238,-3.81858443,0.0,Pangani,Kilimanjaro,3.0,2.0,320.0,True,Private operator,False,2012.0,motorpump,commercial,pay annually,unknown,enough,dam,communal standpipe
90,50.0,105.0,38.90647215,-6.74295268,0.0,Wami / Ruvu,Pwani,6.0,2.0,1.0,True,Water authority,True,2010.0,motorpump,user-group,pay per bucket,good,enough,river,communal standpipe
91,2000.0,1764.0,35.77193117,-8.02782346,0.0,Rufiji,Iringa,11.0,7.0,1.0,True,VWC,True,2008.0,handpump,user-group,never pay,good,enough,machine dbh,hand pump
92,0.0,1182.0,35.87050076,-4.13979616,0.0,Internal,Manyara,21.0,1.0,72.0,True,VWC,True,1998.0,gravity,user-group,never pay,good,insufficient,spring,communal standpipe
93,0.0,1116.0,31.24387308,-6.37911714,0.0,Lake Rukwa,Rukwa,15.0,1.0,70.0,False,Water authority,True,1972.0,gravity,commercial,never pay,good,enough,spring,communal standpipe
94,300.0,875.0,36.64437721,-6.81836802,0.0,Wami / Ruvu,Morogoro,5.0,1.0,350.0,True,VWC,True,1996.0,handpump,user-group,pay when scheme fails,good,insufficient,shallow well,hand pump
95,0.0,0.0,32.99693009,-4.19322784,0.0,Internal,Tabora,14.0,1.0,0.0,False,VWC,False,0.0,handpump,user-group,never pay,good,enough,shallow well,hand pump
96,100.0,2116.0,33.98504961,-8.9881064,0.0,Rufiji,Iringa,11.0,3.0,0.0,True,VWC,False,1974.0,gravity,user-group,pay when scheme fails,good,enough,spring,communal standpipe
97,500.0,2576.0,33.91513217,-9.19113626,0.0,Lake Nyasa,Iringa,11.0,3.0,0.0,True,VWC,False,1986.0,gravity,user-group,pay when scheme fails,good,enough,spring,communal standpipe
98,0.0,344.0,37.61832784,-6.13357212,0.0,Wami / Ruvu,Morogoro,5.0,6.0,20.0,True,VWC,True,2006.0,other,user-group,never pay,good,enough,shallow well,hand pump
99,0.0,0.0,31.53064308,-1.52024104,0.0,Lake Victoria,Kagera,18.0,2.0,0.0,True,VWC,True,0.0,gravity,user-group,never pay,good,insufficient,river,communal standpipe
100,0.0,1006.0,31.14227776,-6.61124387,0.0,Lake Rukwa,Rukwa,15.0,1.0,50.0,False,Water authority,True,1978.0,gravity,commercial,never pay,good,enough,spring,communal standpipe
101,0.0,0.0,32.76916953,-3.90293977,0.0,Internal,Shinyanga,17.0,3.0,0.0,True,VWC,True,0.0,gravity,user-group,pay per bucket,good,enough,spring,communal standpipe
102,0.0,0.0,31.6075471,-1.76796453,0.0,Lake Victoria,Kagera,18.0,3.0,0.0,True,VWC,True,0.0,submersible,user-group,never pay,good,enough,spring,communal standpipe
103,10.0,1633.0,37.57594115,-7.08503792,0.0,Wami / Ruvu,Morogoro,5.0,6.0,60.0,True,VWC,True,2004.0,gravity,user-group,pay per bucket,good,enough,river,communal standpipe
104,0.0,24.0,38.91481877,-8.78594686,0.0,Ruvuma / Southern Coast,Lindi,80.0,13.0,390.0,True,VWC,True,2011.0,handpump,user-group,never pay,good,enough,shallow well,hand pump
105,0.0,0.0,32.30554915,-3.50805245,0.0,Lake Tanganyika,Shinyanga,17.0,5.0,0.0,True,VWC,False,0.0,other,unknown,unknown,unknown,unknown,unknown,hand pump
106,0.0,1569.0,34.97643178,-8.82935561,0.0,Rufiji,Iringa,11.0,4.0,40.0,True,VWC,False,2009.0,handpump,user-group,never pay,good,enough,hand dtw,hand pump
107,250.0,1610.0,30.03071578,-4.43392653,0.0,Lake Tanganyika,Kigoma,16.0,2.0,650.0,True,Water authority,True,1999.0,gravity,user-group,pay monthly,good,enough,spring,communal standpipe
108,500.0,1504.0,38.24442402,-4.4588915,0.0,Pangani,Tanga,4.0,1.0,1.0,True,VWC,True,1971.0,gravity,user-group,pay monthly,good,enough,spring,communal standpipe
109,0.0,0.0,33.81466822,-9.26881883,0.0,Lake Nyasa,Mbeya,12.0,4.0,0.0,True,VWC,True,0.0,gravity,user-group,unknown,good,unknown,spring,communal standpipe
110,20.0,1721.0,35.02234242,-4.18404892,0.0,Internal,Manyara,21.0,3.0,192.0,True,VWC,True,1994.0,submersible,user-group,pay per bucket,good,enough,machine dbh,communal standpipe
111,0.0,0.0,32.94718642,-4.99483567,0.0,Lake Tanganyika,Tabora,14.0,6.0,0.0,False,VWC,True,0.0,other,user-group,never pay,good,dry,shallow well,other
112,100.0,78.0,39.08342696,-7.0035038,0.0,Wami / Ruvu,Dar es Salaam,7.0,2.0,250.0,True,Private operator,False,2010.0,submersible,commercial,pay per bucket,good,enough,hand dtw,communal standpipe
113,1000.0,1620.0,35.56771838,-7.94158325,0.0,Rufiji,Iringa,11.0,1.0,1.0,True,VWC,True,1982.0,gravity,user-group,pay monthly,good,enough,spring,communal standpipe
114,50.0,1414.0,36.67432678,-3.35742512,0.0,Pangani,Arusha,2.0,2.0,200.0,True,VWC,True,2000.0,gravity,user-group,pay per bucket,good,insufficient,spring,communal standpipe
115,0.0,0.0,33.91187132,-9.34663784,0.0,Lake Nyasa,Mbeya,12.0,4.0,0.0,True,VWC,True,0.0,gravity,user-group,never pay,good,enough,spring,communal standpipe
116,0.0,1982.0,31.63874388,-8.11393053,0.0,Lake Tanganyika,Rukwa,15.0,4.0,0.0,True,VWC,True,1984.0,gravity,user-group,never pay,good,dry,river,communal standpipe
117,100.0,876.0,36.00884449,-10.73030401,0.0,Ruvuma / Southern Coast,Ruvuma,10.0,5.0,200.0,True,WUG,False,1998.0,handpump,user-group,pay monthly,good,insufficient,shallow well,hand pump
118,0.0,1623.0,34.85774806,-4.96565066,0.0,Internal,Singida,13.0,2.0,25.0,True,Company,True,2000.0,submersible,commercial,never pay,good,insufficient,machine dbh,communal standpipe
119,0.0,0.0,31.45209393,-1.45098903,0.0,Lake Victoria,Kagera,18.0,2.0,0.0,True,VWC,True,0.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump
120,0.0,0.0,33.66932264,-3.66413309,0.0,Internal,Shinyanga,17.0,8.0,0.0,False,VWC,False,0.0,gravity,user-group,unknown,good,insufficient,river,communal standpipe
121,100.0,472.0,37.75333011,-6.91532531,0.0,Wami / Ruvu,Morogoro,5.0,2.0,250.0,True,VWC,True,2004.0,gravity,user-group,pay monthly,good,enough,river,communal standpipe
122,0.0,1639.0,37.47825262,-3.2671678,0.0,Pangani,Kilimanjaro,3.0,4.0,70.0,True,Other,True,1972.0,gravity,other,never pay,good,enough,river,communal standpipe
123,0.0,0.0,32.12395834,-4.21150952,0.0,Lake Tanganyika,Shinyanga,17.0,3.0,0.0,True,VWC,True,0.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump
124,20.0,173.0,38.35640398,-6.64287516,0.0,Wami / Ruvu,Pwani,6.0,1.0,150.0,True,WUA,True,2010.0,submersible,user-group,pay per bucket,good,enough,river,communal standpipe
125,0.0,697.0,34.6675289,-10.44890839,0.0,Lake Nyasa,Iringa,11.0,5.0,60.0,True,VWC,False,1984.0,gravity,user-group,never pay,good,enough,spring,communal standpipe
126,0.0,1989.0,34.23757868,-9.38027549,0.0,Lake Nyasa,Iringa,11.0,3.0,0.0,True,VWC,False,1984.0,gravity,user-group,never pay,good,enough,spring,communal standpipe
127,5.0,1093.0,37.27313434,-3.28468532,0.0,Pangani,Kilimanjaro,3.0,4.0,20.0,True,Water Board,True,2007.0,gravity,user-group,pay per bucket,good,enough,river,communal standpipe
128,0.0,0.0,32.88527532,-8.98348456,0.0,Lake Rukwa,Mbeya,12.0,6.0,0.0,True,VWC,False,0.0,handpump,user-group,pay when scheme fails,good,enough,shallow well,hand pump
129,0.0,2012.0,34.740896,-9.39969423,0.0,Rufiji,Iringa,11.0,4.0,80.0,True,VWC,True,2002.0,gravity,user-group,never pay,good,enough,spring,communal standpipe
130,500.0,1274.0,34.98990302,-10.94025521,0.0,Lake Nyasa,Ruvuma,10.0,3.0,260.0,True,Water Board,True,2002.0,gravity,user-group,pay monthly,good,enough,spring,communal standpipe
131,100.0,2132.0,34.21215284,-9.45018053,0.0,Lake Nyasa,Iringa,11.0,3.0,0.0,True,VWC,False,2002.0,gravity,user-group,pay monthly,good,enough,spring,communal standpipe
132,0.0,0.0,32.75733701,-3.94044709,0.0,Lake Tanganyika,Shinyanga,17.0,3.0,0.0,True,VWC,True,0.0,gravity,user-group,pay per bucket,good,enough,spring,communal standpipe
133,0.0,1287.0,33.86144433,-1.98006878,0.0,Lake Victoria,Mara,20.0,4.0,200.0,True,WUA,True,1972.0,gravity,user-group,unknown,good,dry,lake,communal standpipe
134,0.0,1306.0,36.89963137,-3.11331959,0.0,Internal,Arusha,2.0,7.0,250.0,True,VWC,True,2010.0,gravity,user-group,unknown,good,insufficient,spring,communal standpipe
135,0.0,1339.0,34.07442773,-2.99369841,0.0,Lake Victoria,Shinyanga,17.0,1.0,250.0,True,WUG,False,1998.0,handpump,user-group,never pay,good,enough,shallow well,hand pump
136,0.0,0.0,32.92057868,-2.47456022,0.0,Lake Victoria,Mwanza,19.0,8.0,0.0,True,Private operator,True,0.0,handpump,commercial,never pay,salty,enough,shallow well,hand pump
137,0.0,0.0,37.21538421,-6.51840064,0.0,Wami / Ruvu,Morogoro,5.0,1.0,189.0,True,VWC,True,2005.0,submersible,user-group,never pay,salty,enough,machine dbh,communal standpipe
138,0.0,1193.0,38.48246991,-4.6185187999999995,0.0,Pangani,Tanga,4.0,1.0,1.0,True,VWC,True,2010.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump
139,0.0,0.0,0.0,-2e-08,0.0,Lake Victoria,Mwanza,19.0,6.0,0.0,True,VWC,True,0.0,handpump,user-group,never pay,good,insufficient,machine dbh,hand pump
140,0.0,1042.0,35.7588964,-10.515310099999999,0.0,Lake Nyasa,Ruvuma,10.0,5.0,180.0,True,WUG,False,1983.0,handpump,user-group,pay when scheme fails,good,insufficient,shallow well,hand pump
141,0.0,0.0,35.84163553,-6.77170227,0.0,Rufiji,Dodoma,1.0,4.0,0.0,True,VWC,True,0.0,motorpump,user-group,unknown,good,insufficient,machine dbh,communal standpipe
142,50.0,720.0,39.24118301,-10.87948265,0.0,Ruvuma / Southern Coast,Mtwara,90.0,33.0,850.0,True,VWC,False,1996.0,gravity,user-group,pay per bucket,good,insufficient,spring,communal standpipe
143,0.0,0.0,33.18150167,-4.20028394,0.0,Internal,Tabora,14.0,1.0,0.0,False,Water authority,True,0.0,submersible,commercial,never pay,colored,insufficient,dam,communal standpipe
144,0.0,1682.0,37.58743816,-3.21965387,0.0,Pangani,Kilimanjaro,3.0,1.0,1.0,True,Company,True,2000.0,gravity,commercial,pay monthly,good,enough,spring,communal standpipe
